id	uf	municipio	total	quantidade	percentual
4267	RS	LAVRAS DO SUL	254	220	13.39
4268	RS	LIBERATO SALZANO	148	135	7.43
4269	RS	LINDOLFO COLLOR	106	93	10.38
4270	RS	LINHA NOVA	37	32	8.11
4271	RS	MACAMBARA	195	144	23.59
4272	RS	MACHADINHO	139	119	12.23
4273	RS	MAMPITUBA	61	58	3.28
4274	RS	MANOEL VIANA	285	225	19.30
4275	RS	MAQUINE	200	163	16.00
4276	RS	MARATA	44	44	0.00
4277	RS	MARAU	1210	1011	13.31
4278	RS	MARCELINO RAMOS	157	126	17.83
4279	RS	MARIANA PIMENTEL	113	105	7.08
4280	RS	MARIANO MORO	38	37	2.63
4281	RS	MARQUES DE SOUZA	33	33	0.00
4282	RS	MATA	117	98	15.38
4283	RS	MATO CASTELHANO	60	56	6.67
4284	RS	MATO LEITAO	69	66	4.35
4285	RS	MATO QUEIMADO	42	41	2.38
4286	RS	MAXIMILIANO DE ALMEIDA	196	159	17.35
4287	RS	MINAS DO LEAO	171	142	16.37
4288	RS	MIRAGUAI	130	105	16.92
4289	RS	MONTAURI	60	59	1.67
4290	RS	MONTE ALEGRE DOS CAMPOS	32	20	37.50
4291	RS	MONTE BELO DO SUL	53	52	1.89
4292	RS	MONTENEGRO	1621	1350	12.34
4293	RS	MORMACO	55	49	10.91
4294	RS	MORRINHOS DO SUL	139	130	4.32
4295	RS	MORRO REDONDO	228	207	8.33
4296	RS	MORRO REUTER	99	90	7.07
4297	RS	MOSTARDAS	498	385	19.48
4298	RS	MUCUM	69	62	8.70
4299	RS	MUITOS CAPOES	31	21	3.23
4300	RS	MULITERN	1	1	0.00
4301	RS	MULITERNO	87	77	10.34
4302	RS	NAO-ME-TOQUE	387	342	10.59
4303	RS	NICOLAU VERGUEIRO	51	44	11.76
4304	RS	NONOAI	239	198	15.06
4305	RS	NOVA ALVORADA	82	63	8.54
4306	RS	NOVA ARACA	100	93	6.00
4307	RS	NOVA BASSANO	175	160	6.86
4308	RS	NOVA BOA VISTA	49	47	4.08
4309	RS	NOVA BRESCIA	58	54	6.90
4310	RS	NOVA CANDELARIA	56	51	3.57
4311	RS	NOVA ESPERANCA DO SUL	124	109	12.10
4312	RS	NOVA HARTZ	333	277	13.51
4313	RS	NOVA PADUA	29	29	0.00
4314	RS	NOVA PALMA	135	120	10.37
4315	RS	NOVA PETROPOLIS	476	423	7.98
4316	RS	NOVA PRATA	800	648	14.88
4317	RS	NOVA RAMADA	86	83	3.49
4318	RS	NOVA ROMA DO SUL	75	72	4.00
4319	RS	NOVA SANTA RITA	577	491	13.69
4320	RS	NOVO BARREIRO	116	86	25.00
4321	RS	NOVO CABRAIS	77	68	11.69
4322	RS	NOVO HAMBURGO	4838	4231	10.81
4323	RS	NOVO MACHADO	106	87	12.26
4324	RS	NOVO TIRADENTES	51	42	17.65
4325	RS	NOVO XINGU	58	36	1.72
4326	RS	OSORIO	1299	1149	10.01
4327	RS	PAIM FILHO	182	166	7.69
4328	RS	PALMARES DO SUL	234	174	22.65
4329	RS	PALMEIRA DAS MISSOES	1036	813	19.31
4330	RS	PALMITINHO	249	202	17.27
4331	RS	PANAMBI	1431	1167	16.84
4332	RS	PANTANO GRANDE	281	238	14.59
4333	RS	PARAI	245	233	3.67
4334	RS	PARAISO DO SUL	140	94	15.00
4335	RS	PARECI NOVO	64	56	10.94
4336	RS	PAROBE	1128	972	10.99
4337	RS	PASSA SETE	105	98	6.67
4338	RS	PASSO DO SOBRADO	138	127	7.97
4339	RS	PASSO FUNDO	4733	3846	15.55
4340	RS	PAULO BENTO	57	50	3.51
4341	RS	PAVERAMA	137	85	3.65
4342	RS	PEDRAS ALTAS	115	63	45.22
4343	RS	PEDRO OSORIO	319	246	20.69
4344	RS	PEJUCARA	114	100	11.40
4345	RS	PELOTAS	24626	19056	20.70
4346	RS	PICADA CAFE	100	87	12.00
4347	RS	PINHAL	85	66	20.00
4348	RS	PINHAL DA SERRA	105	83	20.00
4349	RS	PINHAL GRANDE	84	76	8.33
4350	RS	PINHEIRINHO DO VALE	134	113	10.45
4351	RS	PINHEIRO MACHADO	619	435	27.79
4352	RS	PIRAPO	43	36	13.95
4353	RS	PIRATINI	846	661	19.98
4354	RS	PLANALTO	202	177	12.38
4355	RS	POCO DAS ANTAS	23	23	0.00
4356	RS	PONTAO	128	114	7.81
4357	RS	PONTE PRETA	43	42	0.00
4358	RS	PORTAO	544	483	7.72
4359	RS	PORTO ALEGRE	44782	33585	23.39
4360	RS	PORTO LUCENA	81	72	11.11
4361	RS	PORTO MAUA	99	81	15.15
4362	RS	PORTO VERA CRUZ	55	51	1.82
4363	RS	PORTO XAVIER	364	255	28.02
4364	RS	POUSO NOVO	61	54	11.48
4365	RS	PRESIDENTE LUCENA	48	43	8.33
4366	RS	PROGRESSO	106	99	5.66
4367	RS	PROTASIO ALVES	74	68	8.11
4368	RS	PUTINGA	100	92	7.00
4369	RS	QUARAI	490	412	15.10
4370	RS	QUATRO IRMAOS	31	23	25.81
4371	RS	QUEVEDOS	35	32	5.71
4372	RS	QUINZE DE NOVEMBRO	77	71	7.79
4373	RS	REDENTORA	165	129	18.79
4374	RS	RELVADO	38	37	0.00
4375	RS	RESTINGA SECA	456	348	14.25
4376	RS	RIO DOS INDIOS	46	41	10.87
4377	RS	RIO GRANDE	19380	14806	21.93
4378	RS	RIO PARDO	918	770	15.69
4379	RS	RIOZINHO	50	20	8.00
4380	RS	ROCA SALES	117	102	11.97
4381	RS	RODEIO BONITO	176	159	9.09
4382	RS	ROLADOR	75	65	12.00
4383	RS	ROLANTE	333	278	12.01
4384	RS	RONDA ALTA	335	265	18.21
4385	RS	RONDINHA	148	129	10.14
4386	RS	ROQUE GONZALES	197	163	15.74
4387	RS	ROSARIO DO SUL	789	667	14.20
4388	RS	SAGRADA FAMILIA	89	61	29.21
4389	RS	SALDANHA MARINHO	86	73	15.12
4390	RS	SALTO DO JACUI	282	232	16.31
4391	RS	SALVADOR DAS MISSOES	117	111	5.13
4392	RS	SALVADOR DO SUL	172	159	5.81
4393	RS	SANANDUVA	539	493	8.35
4394	RS	SANT ANA DO LIVRAMENTO	5354	4317	17.95
4395	RS	SANTA BARBARA DO SUL	195	163	15.38
4396	RS	SANTA CECILIA DO SUL	36	34	5.56
4397	RS	SANTA CLARA DO SUL	70	62	2.86
4398	RS	SANTA CRUZ DO SUL	3280	2749	15.37
4399	RS	SANTA MARGARIDA DO SUL	25	20	16.00
4400	RS	SANTA MARIA	11674	9575	15.38
4401	RS	SANTA MARIA DO HERVAL	104	93	4.81
4402	RS	SANTA ROSA	2193	1790	13.27
4403	RS	SANTA TEREZA	25	24	0.00
4404	RS	SANTA VITORIA D PALMAR	1	1	0.00
4405	RS	SANTA VITORIA DO PALMAR	2273	1852	17.29
4406	RS	SANTANA DA BOA VISTA	159	135	14.47
4407	RS	SANTIAGO	2062	1661	16.00
4408	RS	SANTO ANGELO	3179	2551	18.18
4409	RS	SANTO ANTONIO DA PATRULHA	748	650	12.43
4410	RS	SANTO ANTONIO DAS MISSOES	347	251	21.90
4411	RS	SANTO ANTONIO DO PALMA	60	56	6.67
4412	RS	SANTO ANTONIO DO PLANALTO	63	57	9.52
4413	RS	SANTO AUGUSTO	342	289	13.45
4414	RS	SANTO CRISTO	345	314	5.22
4415	RS	SANTO EXPEDITO DO SUL	106	101	4.72
4416	RS	SAO BORJA	3259	2455	18.44
4417	RS	SAO DOMINGOS DO SUL	137	129	4.38
4418	RS	SAO FRANCISCO DE ASSIS	492	420	8.94
4419	RS	SAO FRANCISCO DE PAULA	201	173	11.44
4420	RS	SAO GABRIEL	2185	1695	17.07
4421	RS	SAO JERONIMO	645	562	10.54
4422	RS	SAO JOAO DA URTIGA	196	181	3.57
4423	RS	SAO JOAO DO POLESINE	64	48	20.31
4424	RS	SAO JORGE	155	144	2.58
4425	RS	SAO JOSE DAS MISSOES	96	87	7.29
4426	RS	SAO JOSE DO HERVAL	29	27	0.00
4427	RS	SAO JOSE DO HORTENCIO	84	83	1.19
4428	RS	SAO JOSE DO INHACORA	46	41	6.52
4429	RS	SAO JOSE DO NORTE	1399	1010	25.66
4430	RS	SAO JOSE DO OURO	249	219	8.03
4431	RS	SAO JOSE DO SUL	28	27	3.57
4432	RS	SAO JOSE DOS AUSENTES	76	65	9.21
4433	RS	SAO LEOPOLDO	5591	4573	16.03
4434	RS	SAO LOURENCO DO SUL	2003	1725	12.98
4435	RS	SAO LUIZ GONZAGA	1322	1063	13.31
4436	RS	SAO MARCOS	429	353	9.32
4437	RS	SAO MARTINHO	138	132	3.62
4438	RS	SAO MARTINHO DA SERRA	34	31	8.82
4439	RS	SAO MIGUEL DAS MISSOES	199	174	10.05
4440	RS	SAO NICOLAU	138	110	20.29
4441	RS	SAO PAULO  MISSOES	1	1	0.00
4442	RS	SAO PAULO DAS MISSOES	189	162	13.76
4443	RS	SAO PEDRO DA SERRA	99	93	3.03
4444	RS	SAO PEDRO DAS MISSOES	44	35	15.91
4445	RS	SAO PEDRO DO BUTIA	133	126	4.51
4446	RS	SAO PEDRO DO SUL	394	331	10.41
4447	RS	SAO SEBASTIAO DO CAI	420	333	9.05
4448	RS	SAO SEPE	685	536	16.93
4449	RS	SAO VALENTIM	115	104	9.57
4450	RS	SAO VALENTIM DO SUL	40	34	5.00
4451	RS	SAO VALERIO DO SUL	46	45	2.17
4452	RS	SAO VENDELINO	61	59	1.64
4453	RS	SAO VICENTE DO SUL	237	200	12.66
4454	RS	SAPIRANGA	2845	2372	13.85
4455	RS	SAPUCAIA DO SUL	3678	3002	15.77
4456	RS	SARANDI	867	645	17.30
4457	RS	SEBERI	248	225	7.66
4458	RS	SEDE NOVA	63	46	25.40
4459	RS	SEGREDO	133	118	9.02
4460	RS	SELBACH	155	128	9.03
4461	RS	SENADOR SALGADO FILHO	56	50	5.36
4462	RS	SENTINELA DO SUL	116	102	11.21
4463	RS	SERAFINA CORREA	429	394	7.23
4464	RS	SERIO	18	17	5.56
4465	RS	SERTAO	176	150	12.50
4466	RS	SERTAO SANTANA	226	194	5.75
4467	RS	SETE DE SETEMBRO	69	58	1.45
4468	RS	SEVERIANO DE ALMEIDA	155	147	5.16
4469	RS	SILVEIRA MARTINS	80	61	20.00
4470	RS	SINIMBU	129	106	17.05
4471	RS	SOBRADINHO	406	331	17.24
4472	RS	SOLEDADE	936	798	13.14
4473	RS	TABAI	98	89	5.10
4474	RS	TAPEJARA	701	600	13.69
4475	RS	TAPERA	340	295	10.29
4476	RS	TAPES	413	331	16.95
4477	RS	TAQUARA	950	797	13.05
4478	RS	TAQUARI	720	655	7.36
4479	RS	TAQUARUCU DO SUL	87	76	11.49
4480	RS	TAVARES	173	138	17.34
4481	RS	TENENTE PORTELA	410	346	14.63
4482	RS	TERRA DE AREIA	353	316	8.78
4483	RS	TEUTONIA	618	546	7.93
4484	RS	TIO HUGO	57	45	21.05
4485	RS	TIRADENTES DO SUL	87	83	3.45
4486	RS	TOROPI	50	50	0.00
4487	RS	TORRES	1405	1238	10.53
4488	RS	TRAMANDAI	1401	1203	12.99
4489	RS	TRAVESSEIRO	20	18	10.00
4490	RS	TRES ARROIOS	73	69	2.74
4491	RS	TRES CACHOEIRAS	409	382	5.38
4492	RS	TRES COROAS	479	379	17.33
4493	RS	TRES DE MAIO	747	647	10.58
4494	RS	TRES FORQUILHAS	97	87	10.31
4495	RS	TRES PALMEIRAS	122	85	11.48
4496	RS	TRES PASSOS	651	585	8.60
4497	RS	TRINDADE DO SUL	93	77	12.90
4498	RS	TRIUNFO	484	428	9.92
4499	RS	TUCUNDUVA	166	132	6.63
4500	RS	TUNAS	60	49	11.67
4501	RS	TUPANCI DO SUL	52	47	3.85
4502	RS	TUPANCIRETA	550	470	13.27
4503	RS	TUPANDI	63	59	6.35
4504	RS	TUPARENDI	282	251	4.96
4505	RS	TURUCU	140	126	8.57
4506	RS	UBIRETAMA	70	68	2.86
4507	RS	UNIAO DA SERRA	45	45	0.00
4508	RS	UNISTALDA	96	75	11.46
4509	RS	URUGUAIANA	5985	4429	23.48
4510	RS	VACARIA	1441	1079	20.12
4511	RS	VALE DO SOL	138	126	8.70
4512	RS	VALE REAL	127	104	10.24
4513	RS	VALE VERDE	68	60	11.76
4514	RS	VANINI	78	71	8.97
4515	RS	VENANCIO AIRES	1793	1522	13.27
4516	RS	VENANIO AIRES	1	1	0.00
4517	RS	VENNCIO AIRES	1	1	0.00
4518	RS	VERA CRUZ	476	395	14.50
4519	RS	VERANOPOLIS	707	595	14.85
4520	RS	VESPASIANO CORREA	14	14	0.00
4521	RS	VIADUTOS	170	154	8.24
4522	RS	VIAMAO	7379	5306	26.32
4523	RS	VICENTE DUTRA	78	64	17.95
4524	RS	VICTOR GRAEFF	102	85	14.71
4525	RS	VILA FLORES	84	55	8.33
4526	RS	VILA LANGARO	60	57	5.00
4527	RS	VILA MARIA	94	90	4.26
4528	RS	VILA NOVA DO SUL	79	65	15.19
4529	RS	VISTA ALEGRE	61	57	6.56
4530	RS	VISTA ALEGRE DO PRATA	23	20	8.70
4531	RS	VISTA GAUCHA	84	63	10.71
4532	RS	VITORIA DAS MISSOES	71	63	9.86
4533	RS	WESTFALIA	35	34	0.00
4534	RS	XANGRI-LA	290	240	15.17
4535	SC	ABDON BATISTA	43	41	2.33
4536	SC	ABELARDO LUZ	499	369	23.25
4537	SC	AGROLANDIA	92	84	7.61
4538	SC	AGRONOMICA	87	78	4.60
4539	SC	AGUA DOCE	106	96	5.66
4540	SC	AGUAS DE CHAPECO	92	75	18.48
4541	SC	AGUAS FRIAS	85	64	21.18
4542	SC	AGUAS MORNAS	91	83	8.79
4543	SC	ALFREDO WAGNER	139	130	4.32
4544	SC	ALTO BELA VISTA	50	41	16.00
4545	SC	ANCHIETA	132	120	6.06
4546	SC	ANGELINA	50	46	8.00
4547	SC	ANITA GARIBALDI	90	70	20.00
4548	SC	ANITAPOLIS	50	49	2.00
4549	SC	ANTONIO CARLOS	157	148	5.73
4550	SC	APIUNA	68	63	7.35
4551	SC	ARABUTA	78	73	6.41
4552	SC	ARAQUARI	332	257	18.98
4553	SC	ARARANGUA	1203	1055	10.56
4554	SC	ARMAZEM	100	88	10.00
4555	SC	ARROIO TRINTA	75	74	0.00
4556	SC	ARVOREDO	52	47	5.77
4557	SC	ASCURRA	68	65	4.41
4558	SC	ATALANTA	65	58	7.69
4559	SC	AURORA	93	93	0.00
4560	SC	BALNEARIO ARROIO DO SILVA	145	123	13.79
4561	SC	BALNEARIO BARRA DO SUL	82	65	13.41
4562	SC	BALNEARIO CAMBORIU	2230	1752	18.52
4563	SC	BALNEARIO GAIVOTA	147	127	10.88
4564	SC	BALNEARIO PICARRAS	249	206	15.66
4565	SC	BANDEIRANTE	44	35	20.45
4566	SC	BARRA BONITA	38	32	15.79
4567	SC	BARRA VELHA	352	270	19.89
4568	SC	BELA VISTA DO TOLDO	126	122	3.17
4569	SC	BELMONTE	80	71	10.00
4570	SC	BENEDITO NOVO	87	58	2.30
4571	SC	BIGUACU	880	717	16.02
4572	SC	BLUMENAU	2856	2428	12.89
4573	SC	BOCAINA DO SUL	33	29	6.06
4574	SC	BOM JARDIM DA SERRA	59	45	20.34
4575	SC	BOM JESUS	65	44	29.23
4576	SC	BOM JESUS DO OESTE	52	47	9.62
4577	SC	BOM RETIRO	91	85	4.40
4578	SC	BOMBINHAS	408	302	19.12
4579	SC	BOTUVERA	23	22	4.35
4580	SC	BRACO DO NORTE	449	416	6.46
4581	SC	BRACO DO TROMBUDO	44	39	9.09
4582	SC	BRUNOPOLIS	42	28	30.95
4583	SC	BRUSQU	1	1	0.00
4584	SC	BRUSQUE	1301	1034	17.83
4585	SC	CACADOR	608	488	16.61
4586	SC	CAIBI	148	136	4.73
4587	SC	CALMON	28	15	39.29
4588	SC	CAMBORIU	928	684	21.77
4589	SC	CAMPO ALEGRE	133	113	13.53
4590	SC	CAMPO BELO DO SUL	48	38	20.83
4591	SC	CAMPO ERE	241	190	18.26
4592	SC	CAMPOS NOVOS	480	392	16.46
4593	SC	CANELINHA	136	124	8.09
4594	SC	CANOINHAS	739	647	10.28
4595	SC	CAPAO ALTO	18	14	11.11
4596	SC	CAPINZAL	334	262	20.06
4597	SC	CAPIVARI DE BAIXO	251	194	21.12
4598	SC	CATANDUVAS	177	141	16.38
4599	SC	CAXAMBU DO SUL	99	88	7.07
4600	SC	CELSO RAMOS	42	35	9.52
4601	SC	CERRO NEGRO	23	18	21.74
4602	SC	CHACO	1	1	0.00
4603	SC	CHAPADAO DO LAGEADO	70	67	2.86
4604	SC	CHAPECO	4994	3912	17.98
4605	SC	COCAL DO SUL	170	156	7.06
4606	SC	CONCORDIA	1331	1151	12.10
4607	SC	CORDILHEIRA ALTA	79	57	21.52
4608	SC	CORONEL FREITAS	257	216	14.40
4609	SC	CORONEL MARTINS	73	56	16.44
4610	SC	CORREIA PINTO	226	192	12.39
4611	SC	CORUPA	129	109	11.63
4612	SC	CRICIUMA	2114	1779	14.10
4613	SC	CUNHA PORA	180	171	3.33
4614	SC	CUNHATAI	47	46	2.13
4615	SC	CURITIBANOS	442	352	18.33
4616	SC	DESCANSO	173	158	8.09
4617	SC	DIONISIO CERQUEIRA	310	243	19.03
4618	SC	DONA EMMA	32	32	0.00
4619	SC	DOUTOR PEDRINHO	32	29	3.13
4620	SC	ENTRE RIOS	53	39	24.53
4621	SC	ERMO	46	38	8.70
4622	SC	ERVAL VELHO	46	34	17.39
4623	SC	FAXINAL DOS GUEDES	209	161	21.05
4624	SC	FLOR DO SERTAO	38	32	15.79
4625	SC	FLORIANOPOLIS	10373	8418	16.50
4626	SC	FORMOSA DO SUL	72	56	12.50
4627	SC	FORQUILHINHA	172	157	6.98
4628	SC	FRAIBURGO	706	516	23.09
4629	SC	FREI ROGERIO	49	32	34.69
4630	SC	GALVAO	87	70	17.24
4631	SC	GAROPABA	486	414	13.17
4632	SC	GARUVA	198	151	21.72
4633	SC	GASPAR	470	417	9.79
4634	SC	GOVERNADOR CELSO RAMOS	168	159	4.76
4635	SC	GRAO PARA	73	66	9.59
4636	SC	GRAVATAL	163	152	6.75
4637	SC	GUABIRUBA	138	119	12.32
4638	SC	GUARACIABA	233	216	5.58
4639	SC	GUARAMIRIM	443	354	15.12
4640	SC	GUARUJA DO SUL	126	108	12.70
4641	SC	GUATAMBU	62	53	9.68
4642	SC	HERVAL D OESTE	271	210	18.82
4643	SC	IBIAM	33	29	6.06
4644	SC	IBICARE	76	67	10.53
4645	SC	IBIRAMA	149	130	8.72
4646	SC	ICARA	657	595	7.91
4647	SC	IJUCAS	1	1	0.00
4648	SC	ILHOTA	98	84	13.27
4649	SC	IMARUI	180	163	7.22
4650	SC	IMBITUBA	814	729	8.97
4651	SC	IMBUIA	121	117	2.48
4652	SC	INDAIAL	869	746	12.31
4653	SC	IOMERE	46	45	2.17
4654	SC	IPIRA	92	82	9.78
4655	SC	IPORA DO OESTE	274	263	1.82
4656	SC	IPUACU	113	72	31.86
4657	SC	IPUMIRIM	155	135	12.26
4658	SC	IRACEMINHA	89	78	11.24
4659	SC	IRANI	212	179	14.15
4660	SC	IRATI	64	56	1.56
4661	SC	IRINEOPOLIS	137	122	10.22
4662	SC	ITA	171	145	12.28
4663	SC	ITAIOPOLIS	249	213	13.65
4664	SC	ITAJAI	2245	1724	20.45
4665	SC	ITAPEMA	980	777	17.04
4666	SC	ITAPIRANGA	598	534	8.86
4667	SC	ITAPOA	363	276	19.56
4668	SC	ITUPORANGA	478	433	8.58
4669	SC	JABORA	99	84	15.15
4670	SC	JACINTO MACHADO	152	145	2.63
4671	SC	JAGUARUNA	205	179	11.71
4672	SC	JARAGUA DO SUL	1885	1478	15.65
4673	SC	JARAGUADO SUL	1	1	0.00
4674	SC	JARDINOPOLIS	55	39	21.82
4675	SC	JOACABA	510	431	13.53
4676	SC	JOINVILLE	6990	5699	15.58
4677	SC	JOSE BOITEUX	52	39	25.00
4678	SC	JUPIA	49	40	18.37
4679	SC	LACERDOPOLIS	63	62	1.59
4680	SC	LAGES	1517	1191	19.58
4681	SC	LAGUNA	749	662	10.01
4682	SC	LAJEADO GRANDE	34	27	17.65
4683	SC	LAURENTINO	111	95	9.91
4684	SC	LAURO MULLER	144	133	5.56
4685	SC	LEBON REGIS	83	63	14.46
4686	SC	LEOBERTO LEAL	62	60	3.23
4687	SC	LINDOIA DO SUL	96	88	7.29
4688	SC	LONTRAS	110	98	10.00
4689	SC	LUIZ ALVES	73	63	10.96
4690	SC	LUZERNA	150	136	8.00
4691	SC	MACIEIRA	17	15	5.88
4692	SC	MAFRA	866	760	9.82
4693	SC	MAJOR GERCINO	55	52	1.82
4694	SC	MAJOR VIEIRA	167	152	7.19
4695	SC	MARACAJA	70	62	8.57
4696	SC	MARAVILHA	546	455	14.84
4697	SC	MAREMA	52	48	7.69
4698	SC	MASSARANDUBA	105	94	5.71
4699	SC	MATOS COSTA	41	32	19.51
4700	SC	MELEIRO	95	88	7.37
4701	SC	MIRIM DOCE	25	24	4.00
4702	SC	MODELO	98	87	10.20
4703	SC	MONDAI	183	167	7.10
4704	SC	MONTE CARLO	80	51	28.75
4705	SC	MONTE CASTELO	89	66	21.35
4706	SC	MORRO DA FUMACA	116	103	10.34
4707	SC	MORRO GRANDE	40	37	7.50
4708	SC	NAVEGANTES	795	607	22.01
4709	SC	NOVA ERECHIM	139	115	11.51
4710	SC	NOVA ITABERABA	61	54	8.20
4711	SC	NOVA TRENTO	116	107	6.03
4712	SC	NOVA VENEZA	142	135	4.23
4713	SC	NOVO HORIZONTE	69	46	23.19
4714	SC	ORLEANS	295	269	7.46
4715	SC	OTACILIO COSTA	182	153	14.29
4716	SC	OURO	140	121	10.71
4717	SC	OURO VERDE	71	55	21.13
4718	SC	PAIAL	35	32	8.57
4719	SC	PAINEL	15	7	53.33
4720	SC	PALHOCA	2186	1814	14.32
4721	SC	PALMA SOLA	198	151	21.21
4722	SC	PALMEIRA	7	6	14.29
4723	SC	PALMITOS	364	317	11.26
4724	SC	PAPANDUVA	263	215	14.07
4725	SC	PARAISO	62	61	1.61
4726	SC	PASSO DE TORRES	143	122	13.99
4727	SC	PASSOS MAIA	102	63	30.39
4728	SC	PAULO LOPES	110	105	2.73
4729	SC	PEDRAS GRANDES	28	28	0.00
4730	SC	PENHA	311	249	18.97
4731	SC	PERITIBA	55	52	5.45
4732	SC	PETROLANDIA	113	104	7.96
4733	SC	PINHALZINHO	496	405	15.52
4734	SC	PINHEIRO PRETO	60	51	15.00
4735	SC	PIRATUBA	93	75	18.28
4736	SC	PLANALTO ALEGRE	76	65	13.16
4737	SC	POMERODE	244	211	11.89
4738	SC	PONTE ALTA	62	48	22.58
4739	SC	PONTE ALTA DO NORTE	32	24	21.88
4740	SC	PONTE SERRADA	258	164	31.40
4741	SC	PORTO BELO	261	208	18.39
4742	SC	PORTO UNIAO	626	498	17.25
4743	SC	POUSO REDONDO	156	139	7.69
4744	SC	PRAIA GRANDE	231	211	7.79
4745	SC	PRESIDENTE CASTELLO BRANCO	58	55	5.17
4746	SC	PRESIDENTE GETULIO	163	153	2.45
4747	SC	PRESIDENTE NEREU	27	26	3.70
4748	SC	PRINCESA	53	47	9.43
4749	SC	QUILOMBO	360	278	9.72
4750	SC	RANCHO QUEIMADO	29	27	6.90
4751	SC	RIO DAS ANTAS	70	65	5.71
4752	SC	RIO DO CAMPO	90	84	3.33
4753	SC	RIO DO OESTE	92	86	6.52
4754	SC	RIO DO SUL	1185	1044	9.37
4755	SC	RIO DOS CEDROS	69	62	8.70
4756	SC	RIO FORTUNA	46	42	8.70
4757	SC	RIO NEGRINHO	550	473	12.18
4758	SC	RIO RUFINO	27	23	7.41
4759	SC	RIQUEZA	181	151	14.92
4760	SC	RODEIO	47	43	4.26
4761	SC	ROMELANDIA	78	75	3.85
4762	SC	SALETE	100	95	5.00
4763	SC	SALTINHO	65	49	21.54
4764	SC	SALTO VELOSO	65	58	10.77
4765	SC	SANGAO	113	104	5.31
4766	SC	SANTA CECILIA	132	94	26.52
4767	SC	SANTA HELENA	81	68	14.81
4768	SC	SANTA ROSA DE LIMA	42	41	2.38
4769	SC	SANTA ROSA DO SUL	167	147	10.78
4770	SC	SANTA TEREZINHA	110	100	9.09
4771	SC	SANTA TEREZINHA DO PROGRESSO	57	34	36.84
4772	SC	SANTIAGO DO SUL	37	26	16.22
4773	SC	SANTO AMARO DA IMPERATRIZ	338	311	6.21
4774	SC	SAO BENTO DO SUL	1139	984	11.76
4775	SC	SAO BERNARDINO	83	74	10.84
4776	SC	SAO BONIFACIO	46	45	2.17
4777	SC	SAO CARLOS	234	203	11.11
4778	SC	SAO CRISTOVAO DO SUL	31	20	35.48
4779	SC	SAO DOMINGOS	237	184	18.99
4780	SC	SAO FRANCISCO DO SUL	716	539	21.79
4781	SC	SAO JOAO BATISTA	282	250	8.87
4782	SC	SAO JOAO DO ITAPERIU	74	72	2.70
4783	SC	SAO JOAO DO OESTE	200	191	4.00
4784	SC	SAO JOAO DO SUL	166	151	7.23
4785	SC	SAO JOAQUIM	241	165	26.14
4786	SC	SAO JOSE	4108	3258	18.33
4787	SC	SAO JOSE DO CEDRO	271	238	8.86
4788	SC	SAO JOSE DO CERRITO	98	62	23.47
4789	SC	SAO LOURENCO DO OESTE	796	665	13.44
4790	SC	SAO LUDGERO	96	85	10.42
4791	SC	SAO MARTINHO	55	54	1.82
4792	SC	SAO MIGUEL DA BOA VISTA	20	18	10.00
4793	SC	SAO MIGUEL DO OESTE	928	785	13.47
4794	SC	SAO PEDRO DE ALCANTARA	52	45	9.62
4795	SC	SAUDADES	212	196	6.13
4796	SC	SCHROEDER	191	110	13.61
4797	SC	SEARA	334	304	7.78
4798	SC	SERRA ALTA	86	77	9.30
4799	SC	SIDEROPOLIS	98	77	19.39
4800	SC	SOMBRIO	627	562	8.13
4801	SC	SUL BRASIL	52	38	26.92
4802	SC	TAIO	250	226	8.80
4803	SC	TANGARA	145	127	11.72
4804	SC	TIGRINHOS	36	33	8.33
4805	SC	TIJUCAS	491	429	11.61
4806	SC	TIMBE DO SUL	62	61	1.61
4807	SC	TIMBO	399	351	10.03
4808	SC	TIMBO GRANDE	67	56	13.43
4809	SC	TRES BARRAS	154	131	11.04
4810	SC	TREVISO	13	11	15.38
4811	SC	TREZE DE MAIO	121	118	2.48
4812	SC	TREZE TILIAS	97	90	5.15
4813	SC	TROMBUDO CENTRAL	93	75	16.13
4814	SC	TUBARAO	1421	1245	10.98
4815	SC	TUNAPOLIS	99	93	5.05
4816	SC	TURVO	173	154	9.83
4817	SC	UNIAO DO OESTE	79	64	11.39
4818	SC	URUBICI	82	66	18.29
4819	SC	URUPEMA	60	47	20.00
4820	SC	URUSSANGA	235	225	3.40
4821	SC	VARGEAO	81	59	22.22
4822	SC	VARGEM	39	39	0.00
4823	SC	VARGEM BONITA	75	45	36.00
4824	SC	VIDAL RAMOS	114	104	6.14
4825	SC	VIDEIRA	1118	905	15.56
4826	SC	VITOR MEIRELES	71	64	9.86
4827	SC	WITMARSUM	62	61	1.61
4828	SC	XANXERE	1449	1109	20.08
4829	SC	XAVANTINA	94	85	8.51
4830	SC	XAXIM	679	539	17.67
4831	SC	ZORTEA	73	60	17.81
4832	SE	AMPARO DE SAO FRANCISCO	54	4	88.89
4833	SE	AQUIDABA	500	111	74.20
4834	SE	ARACAJU	30783	6047	75.30
4835	SE	ARAUA	340	27	91.18
4836	SE	AREIA BRANCA	402	50	85.32
4837	SE	BARRA DOS COQUEIROS	857	104	81.91
4838	SE	BOQUIM	1222	126	86.33
4839	SE	BREJO GRANDE	109	10	88.99
4840	SE	CAMPO DO BRITO	560	88	81.25
4841	SE	CANHOBA	82	11	81.71
