id	uf	municipio	total	quantidade	percentual
4842	SE	CANINDE DE SAO FRANCISCO	656	120	76.07
4843	SE	CAPELA	832	78	87.62
4844	SE	CARIRA	350	71	78.57
4845	SE	CARMOPOLIS	309	15	92.23
4846	SE	CEDRO DE SAO JOAO	217	58	68.20
4847	SE	CRISTINAPOLIS	413	27	87.41
4848	SE	CUMBE	117	20	80.34
4849	SE	DIVINA PASTORA	189	8	70.90
4850	SE	ESTANCIA	2170	240	85.81
4851	SE	FEIRA NOVA	190	20	86.32
4852	SE	FREI PAULO	351	61	80.06
4853	SE	GARARU	283	36	84.10
4854	SE	GENERAL MAYNARD	64	1	95.31
4855	SE	GRACHO CARDOSO	161	16	88.20
4856	SE	ILHA DAS FLORES	118	27	71.19
4857	SE	INDIAROBA	348	27	88.51
4858	SE	ITABAIANA	3109	778	72.02
4859	SE	ITABAIANINHA	1131	196	80.46
4860	SE	ITABI	197	42	76.14
4861	SE	ITAPORANGA D AJUDA	1050	91	84.67
4862	SE	JAPARATUBA	479	36	89.14
4863	SE	JAPOATA	235	36	80.85
4864	SE	LAGARTO	4004	462	86.04
4865	SE	LARANJEIRAS	726	35	93.11
4866	SE	MACAMBIRA	158	17	87.97
4867	SE	MALHADA DOS BOIS	91	7	92.31
4868	SE	MALHADOR	366	50	85.25
4869	SE	MARUIM	427	45	86.18
4870	SE	MOITA BONITA	324	47	83.33
4871	SE	MONTE ALEGRE DE SERGIPE	329	82	70.52
4872	SE	MURIBECA	137	11	88.32
4873	SE	NEOPOLIS	317	34	84.23
4874	SE	NOSSA SENHORA APARECIDA	309	66	77.35
4875	SE	NOSSA SENHORA DA GLORIA	1232	317	69.16
4876	SE	NOSSA SENHORA DAS DORES	683	143	76.13
4877	SE	NOSSA SENHORA DE LOURDES	257	38	82.10
4878	SE	NOSSA SENHORA DO SOCORRO	7281	846	82.90
4879	SE	PACATUBA	162	31	74.69
4880	SE	PEDRA MOLE	79	6	92.41
4881	SE	PEDRINHAS	337	46	83.68
4882	SE	PINHAO	183	13	88.52
4883	SE	PIRAMBU	301	29	85.38
4884	SE	POCO REDONDO	392	61	77.30
4885	SE	POCO VERDE	828	137	79.59
4886	SE	PORTO DA FOLHA	598	160	68.23
4887	SE	PROPRIA	875	155	77.83
4888	SE	RACAJU	1	0	0.00
4889	SE	RIACHAO DO DANTAS	457	37	90.37
4890	SE	RIACHUELO	327	21	90.52
4891	SE	RIBEIROPOLIS	604	112	79.47
4892	SE	ROSARIO DO CATETE	179	15	86.03
4893	SE	SALGADO	722	47	91.14
4894	SE	SANTA LUZIA DO ITANHY	189	18	87.30
4895	SE	SANTA LUZIA DO ITANY	1	0	100.00
4896	SE	SANTA ROSA DE LIMA	204	25	87.25
4897	SE	SANTANA DO SAO FRANCISCO	193	26	82.38
4898	SE	SANTO AMARO DAS BROTAS	224	21	86.61
4899	SE	SAO CRISTOVAO	3972	436	84.57
4900	SE	SAO DOMINGOS	345	41	87.25
4901	SE	SAO FRANCISCO	56	9	83.93
4902	SE	SAO MIGUEL DO ALEIXO	122	18	83.61
4903	SE	SAO STOVAO	1	0	100.00
4904	SE	SIMAO DIAS	1478	215	82.88
4905	SE	SIRIRI	279	26	85.66
4906	SE	TELHA	105	32	65.71
4907	SE	TOBIAS BARRETO	1640	221	83.66
4908	SE	TOMAR DO GERU	217	47	77.42
4909	SE	UMBAUBA	770	78	87.92
4910	SP	ADAMANTINA	353	271	17.85
4911	SP	ADOLFO	53	39	26.42
4912	SP	AGUAI	494	367	24.70
4913	SP	AGUAS DA PRATA	116	86	24.14
4914	SP	AGUAS DE LINDOIA	381	311	17.06
4915	SP	AGUAS DE SANTA BARBARA	109	82	20.18
4916	SP	AGUAS DE SAO PEDRO	65	51	20.00
4917	SP	AGUDOS	747	478	34.40
4918	SP	ALAMBARI	70	58	17.14
4919	SP	ALFREDO MARCONDES	84	55	29.76
4920	SP	ALTAIR	43	23	46.51
4921	SP	ALTINOPOLIS	403	267	33.25
4922	SP	ALTO ALEGRE	66	53	18.18
4923	SP	ALUMINIO	355	208	39.44
4924	SP	ALVARES FLORENCE	75	62	17.33
4925	SP	ALVARES MACHADO	408	253	31.37
4926	SP	ALVARO DE CARVALHO	27	12	55.56
4927	SP	ALVINLANDIA	57	39	31.58
4928	SP	AMERICANA	4262	3185	23.28
4929	SP	AMERICO BRASILIENSE	818	415	47.80
4930	SP	AMERICO DE CAMPOS	102	83	17.65
4931	SP	AMPARO	1538	1211	19.57
4932	SP	ANALANDIA	135	91	31.85
4933	SP	ANDRADINA	1475	866	36.27
4934	SP	ANGATUBA	470	382	16.60
4935	SP	ANHEMBI	54	43	18.52
4936	SP	ANHUMAS	73	31	57.53
4937	SP	AO JOSE DOS CAMPOS	1	1	0.00
4938	SP	AO PAULO	1	1	0.00
4939	SP	APARECIDA	866	587	30.25
4940	SP	APARECIDA D OESTE	82	64	20.73
4941	SP	APIAI	524	300	38.93
4942	SP	ARACARIGUAMA	434	205	50.92
4943	SP	ARACATUBA	3667	2347	31.33
4944	SP	ARACOIABA DA SERRA	554	413	22.20
4945	SP	ARAMINA	95	57	40.00
4946	SP	ARANDU	95	63	31.58
4947	SP	ARAPEI	37	16	56.76
4948	SP	ARARAQUARA	5825	4087	27.74
4949	SP	ARARAS	3039	2147	28.20
4950	SP	ARCO-IRIS	30	18	40.00
4951	SP	AREALVA	175	140	19.43
4952	SP	AREIAS	63	33	44.44
4953	SP	AREIOPOLIS	202	119	38.12
4954	SP	ARIRANHA	115	98	14.78
4955	SP	ARPEI	1	0	100.00
4956	SP	ARTUR NOGUEIRA	963	599	33.13
4957	SP	ARUJA	2179	1160	42.50
4958	SP	ASPASIA	35	26	22.86
4959	SP	ASSIS	2116	1555	24.57
4960	SP	ATIBAIA	3533	2389	27.31
4961	SP	AURIFLAMA	415	336	17.35
4962	SP	AVAI	59	44	25.42
4963	SP	AVANHANDAVA	213	134	35.21
4964	SP	AVARE	1493	1155	20.76
4965	SP	BADY BASSITT	322	243	22.36
4966	SP	BALBINOS	25	21	12.00
4967	SP	BALSAMO	103	93	9.71
4968	SP	BANANAL	191	100	46.07
4969	SP	BARAO DE ANTONINA	64	46	23.44
4970	SP	BARBOSA	102	63	37.25
4971	SP	BARIRI	650	511	20.92
4972	SP	BARRA BONITA	864	642	24.31
4973	SP	BARRA DO CHAPEU	36	25	27.78
4974	SP	BARRA DO TURVO	180	88	48.89
4975	SP	BARRETOS	2834	1819	32.99
4976	SP	BARRINHA	723	292	56.43
4977	SP	BARUERI	6776	3176	49.56
4978	SP	BASTOS	404	199	35.40
4979	SP	BATATAIS	1299	1016	20.94
4980	SP	BAURU	7945	5553	27.14
4981	SP	BEBEDOURO	1608	1192	24.44
4982	SP	BENTO DE ABREU	37	15	59.46
4983	SP	BERNARDINO DE CAMPOS	222	182	16.67
4984	SP	BERTIOGA	816	380	50.00
4985	SP	BILAC	137	107	19.71
4986	SP	BIRIGUI	2772	2075	22.84
4987	SP	BIRITIBA-MIRIM	480	281	33.13
4988	SP	BOA ESPERANCA DO SUL	237	163	30.38
4989	SP	BOCAINA	137	107	19.71
4990	SP	BOFETE	116	97	15.52
4991	SP	BOITUVA	995	658	32.26
4992	SP	BOM JESUS DOS PERDOES	515	340	30.87
4993	SP	BOM SUCESSO DE ITARARE	77	59	19.48
4994	SP	BORA	16	10	18.75
4995	SP	BORACEIA	81	70	13.58
4996	SP	BORBOREMA	302	263	11.92
4997	SP	BOREBI	19	14	26.32
4998	SP	BOTUCATU	2576	2001	20.26
4999	SP	BRAGANCA PAULISTA	4199	3048	24.82
5000	SP	BRAUNA	78	50	34.62
5001	SP	BREJO ALEGRE	49	26	44.90
5002	SP	BRODOWSKI	550	431	20.55
5003	SP	BROTAS	447	337	23.71
5004	SP	BURI	286	238	15.73
5005	SP	BURITAMA	440	336	21.59
5006	SP	BURITIZAL	55	33	38.18
5007	SP	CABRALIA PAULISTA	152	118	21.71
5008	SP	CABREUVA	951	566	37.75
5009	SP	CACAPAVA	1693	1154	28.94
5010	SP	CACHOEIRA PAULISTA	589	415	28.35
5011	SP	CACONDE	463	346	23.54
5012	SP	CAFELANDIA	399	237	36.84
5013	SP	CAIABU	44	28	36.36
5014	SP	CAIEIRAS	1922	1081	42.04
5015	SP	CAIUA	99	47	50.51
5016	SP	CAJAMAR	1499	753	46.83
5017	SP	CAJATI	584	312	45.21
5018	SP	CAJOBI	200	150	24.00
5019	SP	CAJURU	500	383	22.40
5020	SP	CAMPINA DO MONTE ALEGRE	50	44	10.00
5021	SP	CAMPINAS	23063	13947	35.94
5022	SP	CAMPINS	1	1	0.00
5023	SP	CAMPO LIMPO PAULISTA	1431	915	34.17
5024	SP	CAMPOS DO JORDAO	1198	986	15.69
5025	SP	CAMPOS NOVOS PAULISTA	72	55	23.61
5026	SP	CANANEIA	209	126	38.28
5027	SP	CANAS	77	48	36.36
5028	SP	CANDIDO MOTA	625	533	13.92
5029	SP	CANDIDO RODRIGUES	33	23	30.30
5030	SP	CANITAR	49	25	48.98
5031	SP	CAPAO BONITO	1050	817	20.10
5032	SP	CAPELA DO ALTO	325	257	19.69
5033	SP	CAPIVARI	1187	806	31.42
5034	SP	CARAGUATATUBA	2624	1612	35.25
5035	SP	CARAPICUIBA	9463	4427	50.52
5036	SP	CARDOSO	210	128	37.62
5037	SP	CASA BRANCA	504	362	27.18
5038	SP	CASSIA DOS COQUEIROS	59	48	18.64
5039	SP	CASTILHO	455	248	44.62
5040	SP	CATANDUVA	1793	1426	19.30
5041	SP	CATIGUA	46	38	17.39
5042	SP	CEDRAL	139	102	26.62
5043	SP	CERQUEIRA CESAR	365	300	17.26
5044	SP	CERQUILHO	940	724	20.85
5045	SP	CESARIO LANGE	205	170	16.10
5046	SP	CHARQUEADA	196	152	21.94
5047	SP	CHAVANTES	199	143	26.63
5048	SP	CLEMENTINA	75	50	29.33
5049	SP	COLINA	460	278	37.83
5050	SP	COLOMBIA	123	56	52.85
5051	SP	CONCHAL	628	452	26.59
5052	SP	CONCHAS	269	243	8.92
5053	SP	CORDEIROPOLIS	304	230	23.36
5054	SP	COROADOS	75	56	25.33
5055	SP	CORONEL MACEDO	105	83	19.05
5056	SP	CORUMBATAI	76	55	27.63
5057	SP	COSMOPOLIS	1156	630	43.69
5058	SP	COSMORAMA	91	80	10.99
5059	SP	COTIA	5514	3106	40.19
5060	SP	CRAVINHOS	637	450	27.63
5061	SP	CRISTAIS PAULISTA	151	97	35.10
5062	SP	CRUZALIA	77	48	35.06
5063	SP	CRUZEIRO	1319	1018	21.61
5064	SP	CUBATAO	2584	991	59.02
5065	SP	CUNHA	398	302	23.12
5066	SP	DESCALVADO	780	584	23.97
5067	SP	DIADEMA	10890	4889	52.42
5068	SP	DIRCE REIS	31	21	32.26
5069	SP	DIVINOLANDIA	257	212	16.34
5070	SP	DOBRADA	119	47	59.66
5071	SP	DOIS CORREGOS	369	282	22.49
5072	SP	DOLCINOPOLIS	41	28	29.27
5073	SP	DOURADO	155	128	17.42
5074	SP	DRACENA	710	514	23.38
5075	SP	DUARTINA	410	296	25.61
5076	SP	DUMONT	147	97	32.65
5077	SP	ECHAPORA	104	69	32.69
5078	SP	ELDORADO	392	167	56.38
5079	SP	ELIAS FAUSTO	275	188	30.55
5080	SP	ELISIARIO	41	37	9.76
5081	SP	EMBAUBA	33	22	33.33
5082	SP	EMBU	6130	2393	57.36
5083	SP	EMBU-GUACU	2028	1079	44.23
5084	SP	EMILIANOPOLIS	53	36	30.19
5085	SP	ENGENHEIRO COELHO	613	310	46.17
5086	SP	ESPIRITO SANTO DO PINHAL	793	656	15.89
5087	SP	ESPIRITO SANTO DO TURVO	120	85	26.67
5088	SP	ESPIRITO SANTO DOPINHAL	1	1	0.00
5089	SP	ESTIVA GERBI	173	151	11.56
5090	SP	ESTRELA D OESTE	175	144	17.14
5091	SP	ESTRELA DO NORTE	48	29	37.50
5092	SP	EUCLIDES DA CUNHA PAULISTA	355	129	61.13
5093	SP	FARTURA	379	330	11.61
5094	SP	FERNANDO PRESTES	90	82	8.89
5095	SP	FERNANDOPOLIS	1598	1198	23.28
5096	SP	FERNAO	30	23	23.33
5097	SP	FERRAZ DE VASCONCELOS	4206	1943	51.74
5098	SP	FLORA RICA	20	9	50.00
5099	SP	FLOREAL	76	61	17.11
5100	SP	FLORIDA PAULISTA	108	65	35.19
5101	SP	FLORINIA	69	47	30.43
5102	SP	FRANCA	9622	6838	27.41
5103	SP	FRANCISCO MORATO	3706	1481	58.15
5104	SP	FRANCO DA ROCHA	2732	1330	49.01
5105	SP	GABRIEL MONTEIRO	57	43	24.56
5106	SP	GALIA	114	74	35.09
5107	SP	GARCA	782	516	31.33
5108	SP	GASTAO VIDIGAL	85	57	31.76
5109	SP	GAVIAO PEIXOTO	79	48	39.24
5110	SP	GENERAL SALGADO	311	228	25.72
5111	SP	GETULINA	128	81	34.38
5112	SP	GLICERIO	92	69	22.83
5113	SP	GUAICARA	167	93	42.51
5114	SP	GUAIMBE	131	72	41.98
5115	SP	GUAIRA	834	526	33.33
5116	SP	GUAPIACU	248	170	29.03
5117	SP	GUAPIARA	351	203	39.89
5118	SP	GUARA	459	231	47.93
5119	SP	GUARACAI	167	95	37.13
5120	SP	GUARACI	141	93	32.62
5121	SP	GUARANI D OESTE	44	37	13.64
5122	SP	GUARANTA	114	68	39.47
5123	SP	GUARARAPES	826	555	28.93
5124	SP	GUARAREMA	631	391	35.66
5125	SP	GUARATINGUETA	2442	1625	30.92
5126	SP	GUAREI	201	162	18.41
5127	SP	GUARIBA	698	362	47.71
5128	SP	GUARUJA	4829	2108	53.37
5129	SP	GUARULHOS	27614	13813	46.25
5130	SP	GUATAPARA	131	83	27.48
5131	SP	GUULHOS	1	1	0.00
5132	SP	GUZOLANDIA	98	82	16.33
5133	SP	HERCULANDIA	150	85	41.33
5134	SP	HOLAMBRA	286	205	24.13
5135	SP	HORTOLANDIA	4497	2236	47.45
5136	SP	IACANGA	251	178	26.69
5137	SP	IACRI	92	60	30.43
5138	SP	IARAS	67	41	38.81
5139	SP	IBATE	902	595	33.04
5140	SP	IBIRA	131	104	19.08
5141	SP	IBIRAREMA	129	100	21.71
5142	SP	IBITINGA	1041	827	19.60
5143	SP	IBIUNA	1702	1082	29.73
5144	SP	ICEM	165	103	33.33
5145	SP	IEPE	173	146	15.61
5146	SP	IGARACU DO TIETE	327	204	35.78
5147	SP	IGARAPAVA	438	294	32.42
5148	SP	IGARATA	250	182	22.00
5149	SP	IGUAPE	744	396	44.09
5150	SP	ILHA COMPRIDA	187	114	34.76
5151	SP	ILHA SOLTEIRA	937	557	38.10
5152	SP	ILHABELA	451	248	42.57
5153	SP	INDAIATUBA	4332	2682	34.74
5154	SP	INDIANA	92	74	19.57
5155	SP	INDIAPORA	70	35	50.00
5156	SP	INUBIA PAULISTA	28	18	35.71
5157	SP	IPAUSSU	243	173	28.81
5158	SP	IPERO	500	309	35.80
5159	SP	IPEUNA	165	96	40.00
5160	SP	IPIGUA	68	50	25.00
5161	SP	IPORANGA	93	21	75.27
5162	SP	IPUA	423	240	42.32
5163	SP	IRACEMAPOLIS	518	357	29.73
5164	SP	IRAPUA	104	83	20.19
5165	SP	IRAPURU	111	69	34.23
5166	SP	ITABERA	545	460	14.13
5167	SP	ITAI	469	366	19.19
5168	SP	ITAJOBI	221	202	7.24
5169	SP	ITAJU	76	59	22.37
5170	SP	ITANHAEM	2337	1272	44.03
5171	SP	ITAOCA	65	29	55.38
5172	SP	ITAPECERICA DA SERRA	3747	1702	51.48
5173	SP	ITAPETININGA	2747	2126	18.31
5174	SP	ITAPEVA	2731	2131	19.92
5175	SP	ITAPEVI	4335	1892	53.54
5176	SP	ITAPIRA	1623	1270	19.96
5177	SP	ITAPIRAPUA PAULISTA	94	64	28.72
5178	SP	ITAPOLIS	911	731	18.77
5179	SP	ITAPORANGA	363	297	14.33
5180	SP	ITAPUI	158	124	20.89
5181	SP	ITAPURA	97	43	54.64
5182	SP	ITAQUAQUECETUBA	6814	2820	56.35
5183	SP	ITARARE	1212	1018	14.93
5184	SP	ITARIRI	198	94	45.45
5185	SP	ITATIBA	2671	1750	32.27
5186	SP	ITATINGA	231	194	15.58
5187	SP	ITIRAPINA	245	172	28.16
5188	SP	ITIRAPUA	132	82	37.12
5189	SP	ITOBI	133	95	28.57
5190	SP	ITU	3344	2356	27.81
5191	SP	ITUPEVA	856	531	35.51
5192	SP	ITUVERAVA	1015	689	29.26
5193	SP	JABORANDI	166	94	42.17
5194	SP	JABOTICABAL	1657	1245	22.63
5195	SP	JACAREI	6445	4229	31.62
5196	SP	JACI	110	83	23.64
5197	SP	JACUPIRANGA	341	208	37.54
5198	SP	JAGUARIUNA	811	541	29.22
5199	SP	JALES	1128	859	19.77
5200	SP	JAMBEIRO	106	68	33.02
5201	SP	JANDIRA	2746	1299	50.04
5202	SP	JARDINOPOLIS	782	512	32.86
5203	SP	JARINU	434	284	32.26
5204	SP	JAU	2122	1659	20.78
5205	SP	JERIQUARA	41	24	41.46
5206	SP	JOANOPOLIS	387	289	24.03
5207	SP	JOAO RAMALHO	63	46	25.40
5208	SP	JOSE BONIFACIO	657	518	19.33
5209	SP	JULIO MESQUITA	57	38	31.58
5210	SP	JUMIRIM	50	32	36.00
5211	SP	JUNDIAI	7585	5400	26.16
5212	SP	JUNQUEIROPOLIS	314	215	26.75
5213	SP	JUQUIA	404	220	41.58
5214	SP	JUQUITIBA	723	452	35.68
5215	SP	LAGOINHA	69	60	13.04
5216	SP	LARANJAL PAULISTA	478	373	21.34
5217	SP	LAVINIA	132	89	27.27
5218	SP	LAVRINHAS	96	66	27.08
5219	SP	LEME	2150	1588	25.07
5220	SP	LENCOIS PAULISTA	1259	887	28.20
5221	SP	LIMEIRA	6751	4662	29.18
5222	SP	LINDOIA	140	93	31.43
5223	SP	LINS	1547	941	35.42
5224	SP	LORENA	1780	1202	30.11
5225	SP	LOURDES	64	47	26.56
5226	SP	LOUVEIRA	762	462	37.66
5227	SP	LUCELIA	254	173	28.74
5228	SP	LUCIANOPOLIS	70	45	35.71
5229	SP	LUIS ANTONIO	258	148	39.92
5230	SP	LUIZIANIA	119	74	37.82
5231	SP	LUPERCIO	64	45	28.13
5232	SP	LUTECIA	59	37	33.90
5233	SP	MACATUBA	450	291	34.44
5234	SP	MACAUBAL	195	164	15.38
5235	SP	MACEDONIA	72	56	22.22
5236	SP	MAGDA	70	49	30.00
5237	SP	MAIRINQUE	1160	648	40.43
5238	SP	MAIRIPORA	1598	1025	33.54
5239	SP	MANDURI	142	120	14.79
5240	SP	MARABA PAULISTA	41	31	24.39
5241	SP	MARACAI	270	192	28.15
5242	SP	MARAPOAMA	36	29	19.44
5243	SP	MARIAPOLIS	23	13	39.13
5244	SP	MARILIA	4657	2966	31.46
5245	SP	MARINOPOLIS	58	36	36.21
5246	SP	MARTINOPOLIS	375	272	25.33
5247	SP	MATAO	2031	1315	33.19
5248	SP	MAUA	8932	4673	45.12
5249	SP	MENDONCA	62	50	19.35
5250	SP	MERIDIANO	103	84	14.56
5251	SP	MESOPOLIS	51	34	31.37
5252	SP	MIANDOPOLIS	1	1	0.00
5253	SP	MIGUELOPOLIS	473	305	33.62
5254	SP	MINEIROS DO TIETE	158	115	27.22
5255	SP	MIRA ESTRELA	67	49	23.88
5256	SP	MIRACATU	580	335	40.69
5257	SP	MIRANDOPOLIS	609	387	27.26
5258	SP	MIRANTE DO PARANAPANEMA	457	263	38.95
5259	SP	MIRASSOL	1059	817	21.72
5260	SP	MIRASSOLANDIA	38	26	31.58
5261	SP	MOCOCA	1336	1002	23.05
5262	SP	MOGI DAS CRUES	1	0	100.00
5263	SP	MOGI DAS CRUZES	9305	5441	34.73
5264	SP	MOGI GUACU	3098	2440	19.88
5265	SP	MOJI MIRIM	1970	1525	20.71
5266	SP	MOMBUCA	66	43	27.27
5267	SP	MONCOES	42	37	11.90
5268	SP	MONGAGUA	1059	595	42.49
5269	SP	MONTE ALEGRE DO SUL	129	110	13.95
5270	SP	MONTE ALTO	1004	783	21.31
5271	SP	MONTE APRAZIVEL	334	261	20.06
5272	SP	MONTE AZUL PAULISTA	377	308	17.51
5273	SP	MONTE CASTELO	63	40	34.92
5274	SP	MONTE MOR	1223	657	44.97
5275	SP	MONTEIRO LOBATO	46	35	23.91
5276	SP	MORRO AGUDO	567	290	45.68
5277	SP	MORUNGABA	234	141	37.61
5278	SP	MOTUCA	77	40	46.75
5279	SP	MURUTINGA DO SUL	86	61	29.07
5280	SP	NANTES	53	32	39.62
5281	SP	NARANDIBA	85	37	51.76
5282	SP	NATIVIDADE DA SERRA	64	50	21.88
5283	SP	NAZARE PAULISTA	493	395	18.46
5284	SP	NEVES PAULISTA	141	114	19.15
5285	SP	NHANDEARA	209	179	13.88
5286	SP	NIPOA	34	27	20.59
5287	SP	NOVA ALIANCA	71	64	9.86
5288	SP	NOVA CAMPINA	142	118	15.49
5289	SP	NOVA CANAA PAULISTA	25	18	24.00
5290	SP	NOVA CASTILHO	31	22	29.03
5291	SP	NOVA EUROPA	185	125	30.27
5292	SP	NOVA GRANADA	342	252	25.44
5293	SP	NOVA GUATAPORANGA	13	13	0.00
5294	SP	NOVA INDEPENDENCIA	47	21	53.19
5295	SP	NOVA LUZITANIA	78	47	37.18
5296	SP	NOVA ODESSA	1037	708	29.89
5297	SP	NOVAIS	58	26	53.45
5298	SP	NOVO HORIZONTE	715	598	15.52
5299	SP	NUPORANGA	126	108	14.29
5300	SP	OCAUCU	52	42	17.31
5301	SP	OLEO	45	37	15.56
5302	SP	OLIMPIA	967	719	24.41
5303	SP	ONDA VERDE	38	19	44.74
5304	SP	ORIENTE	100	64	35.00
5305	SP	ORINDIUVA	102	54	41.18
5306	SP	ORLANDIA	1297	824	35.62
5307	SP	OSASCO	15636	8258	43.80
5308	SP	OSCAR BRESSANE	57	34	33.33
5309	SP	OSVALDO CRUZ	513	344	28.85
5310	SP	OURINHOS	2073	1438	27.59
5311	SP	OURO VERDE	91	59	32.97
5312	SP	OUROESTE	139	108	18.71
5313	SP	PACAEMBU	162	97	28.40
5314	SP	PALESTINA	175	127	26.86
5315	SP	PALMARES PAULISTA	104	59	41.35
5316	SP	PALMEIRA D OESTE	305	232	20.98
5317	SP	PALMITAL	467	373	19.49
5318	SP	PANORAMA	196	114	40.31
5319	SP	PARAGUACU PAULISTA	901	569	34.30
5320	SP	PARAIBUNA	327	243	24.46
5321	SP	PARAISO	78	65	15.38
5322	SP	PARANAPANEMA	469	361	21.96
5323	SP	PARANAPUA	74	45	31.08
5324	SP	PARAPUA	127	83	30.71
5325	SP	PARDINHO	72	55	23.61
5326	SP	PARIQUERA-ACU	508	314	34.25
5327	SP	PARISI	27	19	29.63
5328	SP	PATROCINIO PAULISTA	279	177	34.77
5329	SP	PAULICEIA	73	45	38.36
5330	SP	PAULINIA	1511	920	35.14
5331	SP	PAULISTANIA	36	23	33.33
5332	SP	PAULO DE FARIA	174	110	36.21
5333	SP	PEDERNEIRAS	983	680	29.30
5334	SP	PEDRA BELA	122	98	18.85
5335	SP	PEDRANOPOLIS	38	33	13.16
5336	SP	PEDREGULHO	322	227	28.88
5337	SP	PEDREIRA	880	658	23.98
5338	SP	PEDRINHAS PAULISTA	55	39	27.27
5339	SP	PEDRO DE TOLEDO	118	57	45.76
5340	SP	PENAPOLIS	1353	995	24.32
5341	SP	PEREIRA BARRETO	613	337	37.68
5342	SP	PEREIRAS	120	96	17.50
5343	SP	PERUIBE	1717	919	43.51
5344	SP	PIACATU	130	85	30.77
5345	SP	PIEDADE	1244	947	16.48
5346	SP	PILAR DO SUL	926	654	20.95
5347	SP	PINDAMONHANGABA	3232	2041	33.73
5348	SP	PINDORAMA	185	143	19.46
5349	SP	PINHALZINHO	348	245	27.30
5350	SP	PIQUEROBI	82	50	37.80
5351	SP	PIQUETE	279	167	38.35
5352	SP	PIRACAIA	661	483	25.42
5353	SP	PIRACICABA	6927	4908	26.76
5354	SP	PIRAJU	746	646	12.60
5355	SP	PIRAJUI	495	360	26.26
5356	SP	PIRANGI	219	181	16.89
5357	SP	PIRAPORA DO BOM JESUS	289	121	55.02
5358	SP	PIRAPOZINHO	658	368	39.97
5359	SP	PIRASSUNUNGA	1961	1403	26.67
5360	SP	PIRATININGA	167	125	23.35
5361	SP	PITANGUEIRAS	869	500	41.08
5362	SP	PLANALTO	71	54	22.54
5363	SP	PLATINA	52	22	57.69
5364	SP	POA	3113	1545	48.31
5365	SP	POLONI	61	53	11.48
5366	SP	POMPEIA	346	210	34.68
5367	SP	PONGAI	77	71	6.49
5368	SP	PONTAL	799	364	51.69
5369	SP	PONTALINDA	53	29	43.40
5370	SP	PONTES GESTAL	53	38	28.30
5371	SP	POPULINA	65	52	18.46
5372	SP	PORANGABA	119	103	13.45
5373	SP	PORTO FELIZ	1065	812	22.91
5374	SP	PORTO FERREIRA	1748	1242	27.86
5375	SP	POTIM	307	203	29.97
5376	SP	POTIRENDABA	252	207	15.48
5377	SP	PRACINHA	22	10	54.55
5378	SP	PRADOPOLIS	290	199	29.66
5379	SP	PRAIA GRANDE	5215	2671	46.27
5380	SP	PRATANIA	53	38	26.42
5381	SP	PRESDENTE PRUDENTE	1	1	0.00
5382	SP	PRESIDENTE ALVES	80	64	20.00
5383	SP	PRESIDENTE BERNARDES	228	183	16.67
5384	SP	PRESIDENTE EPITACIO	1094	589	43.24
5385	SP	PRESIDENTE PRUDENTE	4284	2784	29.51
5386	SP	PRESIDENTE VENCESLAU	936	585	33.23
5387	SP	PROMISSAO	994	655	32.60
5388	SP	QUADRA	44	37	15.91
5389	SP	QUATA	315	183	40.63
5390	SP	QUEIROZ	32	14	56.25
5391	SP	QUELUZ	125	82	33.60
5392	SP	QUINTANA	122	71	40.16
5393	SP	RACATUBA	1	1	0.00
5394	SP	RAFARD	180	129	27.78
5395	SP	RANCHARIA	813	510	35.06
5396	SP	RANCO DA ROCHA	1	0	100.00
5397	SP	REDENCAO DA SERRA	41	37	9.76
5398	SP	REGENTE FEIJO	337	204	35.61
5399	SP	REGINOPOLIS	134	104	20.90
5400	SP	REGISTRO	1591	978	33.19
5401	SP	RESTINGA	86	50	40.70
5402	SP	RIBEIRA	63	35	41.27
5403	SP	RIBEIRAO BONITO	228	135	38.60
5404	SP	RIBEIRAO BRANCO	302	241	19.87
5405	SP	RIBEIRAO CORRENTE	77	40	46.75
5406	SP	RIBEIRAO DO SUL	130	99	23.85
5407	SP	RIBEIRAO DOS INDIOS	65	44	30.77
5408	SP	RIBEIRAO GRANDE	139	121	12.23
5409	SP	RIBEIRAO PIRES	3075	1799	38.08
5410	SP	RIBEIRAO PRETO	14918	10457	27.24
5411	SP	RIFAINA	25	23	8.00
5412	SP	RINCAO	176	108	38.07
5413	SP	RINOPOLIS	162	119	25.31
5414	SP	RIO CLARO	4716	3478	24.66
5415	SP	RIO DAS PEDRAS	656	378	40.85
5416	SP	RIO GRANDE DA SERRA	1197	528	53.72
5417	SP	RIOLANDIA	149	100	32.21
5418	SP	RIVERSUL	143	125	12.59
5419	SP	ROSANA	612	269	51.47
5420	SP	ROSEIRA	172	121	27.91
5421	SP	RUBIACEA	37	27	27.03
5422	SP	RUBINEIA	58	39	32.76
5423	SP	S LOURENCO DA SERRA	1	1	0.00
5424	SP	SABINO	109	70	35.78
5425	SP	SAGRES	19	11	42.11
5426	SP	SALES	63	43	31.75
5427	SP	SALES OLIVEIRA	312	259	14.74
5428	SP	SALESOPOLIS	377	293	18.57
5429	SP	SALMOURAO	42	27	33.33
5430	SP	SALTINHO	120	108	10.00
5431	SP	SALTO	2899	1939	31.36
5432	SP	SALTO DE PIRAPORA	1082	696	32.99
5433	SP	SALTO GRANDE	158	123	20.89
